year,f024,f161,f162,h125,h126,h133,h134,age_m,age_w,edu_m,edu_w,gen_m,gen_w,NSIB018H,NSIB018DH,FB,girl
2015,,,,,,,,48,46,1,2,4,4,1,1,0,0
2014,,,,,,,,45,49,1,3,4,4,1,1,1,0
2009,,,,no,,once or twice a month,yes,47,47,3,2,1,1,2,0,1,1
2010,no,very good,very good,,,,,49,48,3,2,1,1,2,0,1,1
2010,,,,,,,,48,48,3,2,1,1,2,1,0,0
2011,,,,,,,,49,49,3,2,1,1,2,0,1,1
2011,,,,yes,"no, I stopped",once or twice a week,yes,49,49,3,2,1,1,2,1,0,0
2012,,,,,,,,50,50,3,2,1,1,2,1,0,0
2012,,,,,,,,50,50,3,2,1,1,2,0,1,1
2012,no,fairly good,fairly good,,,,,50,50,3,2,1,1,2,1,0,0
2013,no,very good,very good,no,,once or twice a week,yes,52,51,3,2,1,1,2,1,0,0
2013,no,fairly good,fairly good,,,,,51,51,3,2,1,1,2,1,0,0
2014,no,very good,very good,,,,,53,52,3,2,1,1,2,1,0,0
2015,no,very good,very good,,,,,54,53,3,2,1,1,2,1,0,0
2008,,,,,,,,48,47,1,1,4,4,1,0,1,0
2008,,,,,,,,48,47,1,1,4,4,1,0,0,0
2009,,,,,,,,45,39,2,1,1,1,0,0,1,0
2010,,,,,,,,46,40,2,1,1,1,0,0,0,0
2011,,,,,,,,47,41,2,1,1,1,0,0,0,0
2012,,,,,,,,48,42,2,1,1,1,0,0,0,0
2008,no,very good,very good,,,,,53,43,3,3,1,1,3,1,0,1
2009,,,,no,,once or twice a week,yes,52,46,3,3,1,1,3,1,0,1
2012,,,,,,,,55,49,3,3,1,1,2,0,0,0
2016,,,,no,,once or twice a year,no,46,44,3,3,1,1,2,2,1,0
2008,no,fairly good,good,yes,"no, I stopped",once or twice a month,no,50,46,1,2,1,1,1,0,0,0
2008,no,very good,very good,no,,once or twice a week,yes,50,46,1,2,1,1,1,0,1,0
2009,no,good,good,yes,"no, I stopped",once or twice a month,yes,51,47,1,2,1,1,1,0,0,0
2010,no,good,good,no,,three of four days per week,yes,52,48,1,2,1,1,1,0,0,0
2011,no,good,good,no,,,,53,49,1,2,1,1,1,0,0,0
2012,,,,no,,once or twice a month,no,39,41,2,2,1,1,1,1,1,0
2013,,,,,,,,40,42,2,2,1,1,1,0,0,1
2013,no,very good,very good,no,,once every two months,no,41,43,2,2,1,1,1,1,1,0
2014,no,good,good,,,,,42,44,2,2,1,1,1,0,0,1
2014,no,good,good,,,,,42,44,2,2,1,1,1,1,1,0
2015,no,very good,very good,no,,not at all over the last 12 months,,43,45,2,2,1,1,1,0,0,1
2016,,,,no,,once or twice a month,yes,43,46,2,2,1,1,1,0,0,1
2008,no,good,good,no,,once or twice a week,yes,50,50,3,3,1,1,1,0,1,0
2008,no,very good,very good,no,,not at all over the last 12 months,,50,50,3,3,1,1,1,0,0,0
2009,no,very good,good,no,,not at all over the last 12 months,,51,51,3,3,1,1,1,0,0,0
2010,no,very good,very good,no,,not at all over the last 12 months,,52,52,3,3,1,1,1,0,0,0
2011,no,very good,good,no,,not at all over the last 12 months,,53,53,3,3,1,1,1,0,0,0
2013,,,,,,,,41,42,2,2,1,1,0,0,1,1
2014,no,good,good,,,,,43,44,2,2,1,1,0,0,1,1
2015,no,good,good,yes,yes,once or twice a month,no,44,45,2,2,1,1,0,0,1,1
2016,,,,,,,,45,45,2,2,1,1,0,0,1,1
2008,,,,,,,,48,43,2,2,4,4,3,2,1,0
2008,no,good,good,yes,"no, I stopped",once or twice a week,yes,48,44,2,2,1,1,3,1,0,1
2009,,,,,,,,49,44,2,2,4,4,3,2,1,0
2009,,,,,,,,49,44,2,2,1,1,3,1,0,1
2010,,,,,,,,50,45,2,2,1,1,3,1,0,1
2010,,,,,,,,50,45,2,2,4,4,3,2,0,0
2011,,,,,,,,51,46,2,2,4,4,3,2,0,0
2014,,,,,,,,47,43,2,1,1,1,1,1,1,1
2015,yes,very good,not so good,yes,yes,once or twice a month,no,49,45,,2,,1,1,1,0,1
2016,,,,,,,,,46,,2,,1,1,1,0,0
2016,yes,good,not so good,yes,yes,once or twice a month,no,50,46,,2,,1,1,1,0,1
2015,,,,,,,,45,44,3,3,4,4,2,2,1,0
2016,no,good,good,no,,once or twice a month,yes,47,45,3,3,4,4,2,2,1,0
2013,,,,yes,"no, I stopped",once or twice a week,yes,42,47,3,1,1,1,1,0,1,0
2014,no,fairly good,fairly good,,,,,43,48,1,1,1,1,1,0,1,0
2015,,,,,,,,44,50,1,1,1,1,1,0,0,0
2015,no,fairly good,fairly good,,,,,45,50,1,1,1,1,1,0,1,0
2016,no,good,fairly good,no,,not at all over the last 12 months,,45,51,1,1,1,1,1,0,0,0
2008,,,,,,,,39,38,2,2,4,4,2,1,1,0
2011,,,,,,,,46,44,3,3,1,1,1,1,1,1
2012,no,fairly good,fairly good,yes,"no, I stopped",once or twice a week,yes,48,45,3,3,1,1,1,1,1,1
2013,,,,,,,,48,46,3,3,1,1,1,1,0,1
2013,no,good,good,yes,"no, I stopped",once or twice a week,yes,49,46,3,3,1,1,1,1,1,1
2014,,,,,,,,49,47,3,3,1,1,1,1,0,1
2014,no,very good,very good,,,,,50,47,3,3,1,1,1,1,1,1
2015,no,very good,very good,,,,,51,48,3,3,1,1,1,1,0,1
2016,,,,,,,,51,49,3,3,1,1,1,1,0,1
2014,,,,,,,,49,50,3,3,1,1,1,0,1,1
2015,no,very good,very good,no,,once or twice a year,no,51,52,3,3,1,1,1,0,1,1
2016,no,very good,very good,no,,once or twice a week,yes,52,53,3,3,1,1,1,0,1,1
2008,,,,yes,"no, I stopped",once or twice a week,yes,49,41,1,1,1,1,3,3,1,0
2009,no,good,fairly good,yes,"no, I stopped",once or twice a week,yes,51,43,1,1,1,1,3,3,1,0
2010,,,,no,,once or twice a week,no,51,43,1,1,1,1,3,2,0,1
2010,,,,,,,,51,43,1,1,1,1,3,3,1,0
2011,no,very good,very good,no,,once or twice a month,no,52,50,1,1,1,1,3,2,0,1
2011,,,,,,,,52,44,1,1,1,1,3,3,1,0
2012,yes,very good,very good,,,,,54,46,1,1,1,1,3,2,0,1
2012,,,,yes,yes,three of four days per week,yes,53,45,1,1,1,1,3,2,0,1
2013,,,,,,,,54,46,1,1,1,1,3,2,0,1
2013,no,,,yes,yes,once or twice a month,no,54,46,1,1,1,1,3,2,0,1
2014,no,,,,,,,55,47,1,1,1,1,3,2,0,1
2015,no,very good,very good,no,,once or twice a week,yes,57,49,1,1,1,1,3,2,0,1
2016,no,very good,very good,no,,once every two months,no,58,50,1,1,1,1,3,2,0,1
2015,,,,,,,,46,43,3,2,4,4,1,0,1,0
2016,,,,,,,,47,44,3,2,4,4,1,0,1,0
2010,,,,no,,once or twice a month,no,45,43,1,2,1,1,1,1,0,1
2011,,,,,,,,46,44,1,2,1,1,1,1,0,1
2011,no,very good,very good,,,,,47,45,1,2,1,1,1,1,1,1
2012,,,,no,,once every two months,yes,47,46,1,2,1,1,1,1,0,1
2012,,,,yes,"no, I stopped",once or twice a week,yes,47,46,1,2,1,1,1,1,1,1
2013,yes,very good,good,yes,"no, I stopped",once or twice a year,no,49,47,1,2,1,1,1,1,0,1
2013,,,,,,,,48,46,1,2,1,1,1,1,1,1
2014,yes,fairly good,fairly good,,,,,50,48,1,2,1,1,1,1,0,1
2008,no,very good,fairly good,no,,once or twice a month,yes,52,50,2,2,1,1,0,0,1,1
2009,yes,very good,good,no,,once or twice a month,yes,53,51,2,2,1,1,0,0,1,1
2010,yes,very good,good,no,,once or twice a month,yes,54,52,2,2,1,1,0,0,1,1
2010,,,,,,,,,38,,2,,1,2,1,0,0
2011,,,,,,,,,39,,2,,1,2,1,0,0
2011,,,,,,,,,39,,2,,1,2,0,0,1
2012,,,,,,,,,41,,2,,1,2,1,0,0
2012,,,,yes,"no, I stopped",once or twice a week,yes,,41,,2,,1,2,0,0,1
2013,,,,,,,,,41,,2,,1,2,1,0,0
2013,no,very good,good,yes,yes,once or twice a week,yes,48,41,,2,,1,2,0,0,1
2014,no,very good,good,,,,,49,42,,2,,1,2,0,0,1
2016,,,,,,,,,45,,2,,1,2,1,0,0
2010,no,very good,good,no,,once or twice a week,no,41,40,3,2,2,2,2,1,1,0
2011,,,,,,,,41,40,3,2,2,2,2,1,1,0
2008,,,,,,,,44,41,3,2,4,4,1,1,1,0
2009,,,,,,,,45,42,3,2,4,4,1,1,1,0
2010,,,,,,,,46,43,3,2,4,4,1,1,0,0
2008,no,very good,good,no,,once every two months,no,50,46,1,1,1,1,1,0,1,0
2009,no,very good,very good,no,,once or twice a month,no,51,47,1,1,1,1,1,0,1,0
2010,no,very good,very good,no,,once or twice a month,yes,52,48,1,1,1,1,1,0,1,0
2010,,,,no,,once every two months,no,51,47,1,1,1,1,1,0,0,0
2011,no,good,good,no,,once or twice a week,yes,53,49,1,1,1,1,1,0,0,0
2012,no,very good,very good,,,,,54,50,1,1,1,1,1,0,0,0
2016,,,,,,,,48,48,2,3,1,2,2,1,1,0
2008,,,,,,,,44,42,1,2,1,1,0,0,0,1
2009,no,very good,very good,yes,"no, I stopped",once or twice a month,yes,46,43,1,2,1,1,0,0,0,1
2010,yes,very good,very good,,,,,47,44,1,2,1,1,0,0,1,1
2011,,,,no,,once or twice a month,yes,43,43,2,2,1,1,1,0,1,0
2012,no,good,good,no,,once or twice a month,no,44,44,2,2,1,1,1,0,1,0
2013,no,good,good,no,,once every two months,no,45,45,2,2,1,1,1,0,1,0
2014,no,good,good,,,,,46,46,2,2,1,1,1,0,1,0
2015,,,,,,,,47,47,2,2,1,1,1,0,0,0
2016,no,good,good,no,,not at all over the last 12 months,,48,47,2,2,1,1,1,0,0,0
2015,,,,,,,,47,47,2,2,1,1,1,1,1,0
2016,,,,no,,not at all over the last 12 months,,48,48,2,2,1,1,1,1,1,0
2015,,,,,,,,45,45,2,2,1,1,0,0,1,0
2016,,,,no,,not at all over the last 12 months,,46,46,2,2,1,1,0,0,1,0
2015,no,very good,very good,no,,not at all over the last 12 months,,57,55,1,1,1,1,1,1,0,1
2016,yes,very good,very good,no,,once or twice a year,no,58,56,1,1,1,1,1,1,0,1
2008,,,,,,,,55,47,2,2,4,4,2,2,0,0
2008,,,,,,,,55,47,2,2,4,4,2,1,1,0
2009,,,,,,,,56,48,2,2,4,4,2,2,0,0
2011,,,,no,,not at all over the last 12 months,,58,50,2,2,4,4,0,0,0,1
2012,no,very good,very good,no,,once or twice a year,no,59,53,2,2,4,4,0,0,0,1
2013,no,very good,very good,no,,once or twice a week,yes,60,54,2,2,4,4,0,0,0,1
2014,yes,very good,very good,,,,,61,55,2,2,4,4,0,0,0,1
2012,no,fairly good,good,no,,once or twice a week,yes,53,49,3,3,1,1,1,0,1,1
2013,no,fairly good,good,no,,once or twice a month,yes,54,50,3,3,1,1,1,0,1,1
2014,,,,,,,,54,50,3,3,1,1,1,1,0,0
2014,no,not so good,good,,,,,55,51,3,3,1,1,1,0,1,1
2015,no,good,good,no,,once or twice a month,yes,56,52,3,3,1,1,1,1,0,0
2016,no,good,good,no,,once or twice a month,no,57,53,3,3,1,1,1,1,0,0
2013,,,,yes,"no, I stopped",once or twice a week,yes,49,50,3,2,1,1,1,0,1,1
2014,no,fairly good,fairly good,,,,,51,52,3,2,1,1,1,0,1,1
2015,yes,good,good,no,,once or twice a week,yes,52,52,3,2,1,1,1,1,0,0
2015,no,very good,good,yes,yes,once or twice a week,yes,52,53,3,2,1,1,1,0,1,1
2016,,,,,,,,53,54,3,2,1,1,1,1,0,0
2014,,,,,,,,43,41,3,2,1,1,2,2,1,0
2015,,,,,,,,45,43,3,2,1,1,2,2,0,0
2015,,,,,,,,45,43,3,2,1,1,2,2,1,0
2016,,,,,,,,46,44,3,2,1,1,2,2,0,0
2016,,,,,,,,46,44,3,2,1,1,2,2,1,0
2014,,,,,,,,51,41,1,1,1,2,0,0,1,0
2015,no,very good,very good,,,,,53,43,1,1,1,2,0,0,1,0
2016,no,,,no,,not at all over the last 12 months,,54,44,1,1,1,2,0,0,1,0
2008,,,,,,,,44,43,3,1,4,4,2,0,0,0
2009,,,,,,,,45,44,3,1,4,4,2,0,0,0
2010,,,,,,,,46,45,3,1,4,4,2,1,0,0
2010,,,,,,,,46,45,3,1,4,4,2,0,0,0
2011,,,,,,,,47,46,3,1,4,4,2,1,0,0
2011,,,,,,,,47,46,3,1,4,4,2,0,1,0
2012,,,,,,,,48,47,3,2,4,4,2,1,0,0
2012,,,,,,,,48,47,3,2,4,4,2,1,0,0
2013,,,,,,,,49,48,3,2,4,4,2,1,0,0
2013,,,,,,,,49,48,3,2,4,4,2,1,0,0
2010,,,,no,,once or twice a month,no,56,51,1,1,1,1,1,0,1,1
2011,no,very good,very good,no,,once or twice a month,yes,58,52,1,1,1,1,1,0,1,1
2012,no,very good,very good,no,,once or twice a month,no,59,53,1,1,1,1,1,0,1,1
2013,no,very good,very good,no,,once or twice a month,no,60,54,1,1,1,1,1,0,1,1
2014,,,,,,,,60,55,1,1,1,1,1,1,0,0
2014,,,,,,,,47,48,2,2,4,4,1,1,1,0
2015,yes,very good,very good,,,,,49,50,2,2,4,4,1,1,1,0
2016,no,very good,good,no,,not at all over the last 12 months,,50,51,2,2,4,4,1,1,1,0
2011,,,,no,,once or twice a month,no,38,37,2,1,1,1,2,2,1,1
2012,yes,very good,good,no,,once or twice a month,no,41,39,2,1,1,1,2,2,1,1
2013,,,,,,,,40,39,2,1,1,1,2,2,0,0
2013,yes,very good,good,no,,once or twice a month,no,42,39,2,1,1,1,2,2,1,1
2014,,,,,,,,41,40,2,1,1,1,2,2,0,0
2014,yes,very good,good,,,,,43,41,2,1,1,1,2,2,1,1
2015,,,,,,,,43,41,2,1,1,1,2,2,0,0
2016,,,,,,,,44,42,2,2,1,1,2,2,0,0
2015,,,,,,,,53,,3,,1,,1,1,1,0
2016,,,,,,,,54,,3,,1,,1,1,1,0
2008,no,very good,very good,yes,yes,once or twice a week,yes,50,46,1,2,1,1,1,0,1,0
2009,no,very good,very good,,,,,51,47,1,2,1,1,1,0,1,0
2010,,,,no,,once or twice a week,yes,52,47,1,2,1,1,1,0,0,0
2011,no,very good,very good,,,,,53,49,1,2,1,1,1,0,0,0
2012,no,very good,very good,no,,once or twice a week,yes,54,50,1,2,1,1,1,0,0,0
2013,,,,,,,,55,50,1,2,1,1,1,0,0,0
2012,,,,,,,,49,48,3,2,1,1,2,1,1,0
2013,,,,,,,,50,49,3,2,1,1,2,1,1,0
2014,,,,,,,,,50,,2,,1,2,0,0,1
2014,no,good,not so good,,,,,51,51,,2,,1,2,1,1,0
2015,no,very good,not so good,no,,once or twice a year,no,53,52,,2,,1,2,0,0,1
2015,,,,,,,,,52,,2,,1,2,1,0,0
2015,,,,no,,once or twice a month,no,,52,,2,,1,2,1,1,0
2016,,,,no,,once every two months,no,,53,,2,,1,2,0,0,1
2016,,,,no,,once or twice a year,no,,53,,2,,1,2,1,0,0
2008,no,very good,very good,yes,yes,once or twice a week,yes,46,45,1,2,1,1,1,1,1,0
2009,yes,very good,very good,,,,,47,46,1,2,1,1,1,1,1,0
2009,,,,,,,,47,45,1,2,1,1,1,0,0,1
2010,no,very good,very good,,,,,48,45,1,2,1,1,1,0,0,1
2010,no,good,good,no,,once or twice a week,yes,52,47,3,3,1,2,1,0,0,0
2011,,,,,,,,52,47,3,3,1,2,1,0,0,0
2012,,,,,,,,53,48,3,3,1,2,1,0,0,0
2013,,,,,,,,49,45,3,2,4,4,1,0,1,0
2014,,,,,,,,50,46,3,2,4,4,1,0,1,0
2015,,,,,,,,51,47,3,2,4,4,1,0,1,0
2015,,,,,,,,51,47,3,2,4,4,1,0,0,0
2016,,,,,,,,52,48,3,2,4,4,1,0,0,0
2012,,,,,,,,59,49,3,3,1,1,1,1,1,0
2013,yes,,,,,,,60,51,3,3,1,1,1,1,1,0
2014,yes,fairly good,good,,,,,61,52,3,3,1,1,1,1,1,0
2014,,,,,,,,61,51,3,3,4,4,1,0,0,1
2015,no,very good,very good,,,,,52,53,3,3,4,4,0,0,0,1
2008,no,very good,not so good,,,,,54,50,3,3,1,1,1,1,1,0
2009,,,,no,,once or twice a month,no,55,51,3,3,1,1,1,0,0,1
2009,,,,,,,,55,51,3,3,1,1,1,1,1,0
2010,no,very good,very good,no,,once or twice a month,no,57,53,3,3,1,1,0,0,0,1
2011,no,very good,very good,no,,once or twice a week,yes,58,54,3,3,1,1,0,0,0,1
2012,no,very good,very good,no,,once or twice a month,yes,59,55,3,3,1,1,0,0,0,1
2010,,,,,,,,41,40,3,1,1,1,3,1,1,0
2011,no,good,good,no,,once or twice a month,no,43,41,3,1,1,1,3,1,1,0
2012,,,,,,,,43,42,3,1,1,1,3,1,0,0
2012,no,good,good,no,,once or twice a month,no,44,42,3,1,1,1,3,1,1,0
2013,,,,,,,,44,43,3,1,1,1,2,1,1,0
2014,,,,,,,,45,44,3,1,1,1,2,1,0,0
2015,,,,,,,,46,45,3,1,1,1,2,1,0,0
2016,,,,,,,,47,46,3,1,1,1,2,1,0,0
2011,,,,,,,,45,48,3,3,1,1,1,1,1,1
2012,,,,,,,,46,49,3,3,1,1,1,1,1,1
2013,,,,,,,,47,50,3,3,1,1,1,1,0,1
2013,,,,,,,,47,50,3,3,1,1,1,1,1,1
2014,no,good,good,,,,,49,51,3,3,1,1,1,1,0,1
2014,yes,very good,very good,,,,,49,51,3,3,1,1,1,1,1,1
2015,no,good,good,,,,,50,52,3,3,1,1,1,1,0,1
2016,no,good,good,no,,once or twice a month,no,51,53,3,3,1,1,1,1,0,1
2012,,,,,,,,43,38,2,2,1,1,2,1,1,0
2012,,,,,,,,43,38,2,2,1,1,2,0,0,1
2013,,,,,,,,44,39,2,2,1,1,2,1,1,0
2013,no,good,good,no,,once or twice a month,no,44,39,2,2,1,1,2,0,0,1
2014,no,fairly good,not so good,,,,,45,40,2,2,1,1,2,0,0,1
2015,no,good,good,,,,,47,,2,,1,1,2,0,0,1
2010,,,,,,,,44,39,2,2,1,1,1,1,1,1
2011,yes,good,fairly good,no,,once or twice a year,no,46,40,2,2,1,1,1,1,1,1
2012,,,,,,,,46,41,2,2,1,1,1,1,0,1
2012,yes,good,good,no,,once every two months,no,47,41,2,2,1,1,1,1,1,1
2013,no,good,good,,,,,48,42,2,2,1,1,1,1,0,1
2013,yes,good,good,no,,once or twice a year,no,48,42,2,2,1,1,1,1,1,1
2014,no,good,fairly good,,,,,49,43,2,2,1,1,1,1,0,1
2015,,,,,,,,50,44,2,2,1,1,1,1,0,1
2014,no,very good,good,,,,,47,44,2,2,1,1,2,1,1,1
2015,no,good,good,no,,five or six days per week,no,48,45,2,2,1,1,2,1,1,1
2015,no,very good,very good,,,,,48,45,2,2,1,1,2,1,0,1
2016,yes,good,good,no,,once or twice a week,yes,49,46,2,2,1,1,2,1,1,1
2016,yes,very good,very good,no,,once or twice a week,yes,49,46,2,2,1,1,2,1,0,1
2016,,,,,,,,49,46,2,2,1,1,2,2,0,0
2008,no,very good,very good,no,,once or twice a month,no,58,53,1,3,1,1,1,0,1,0
2009,no,very good,very good,no,,once or twice a month,no,59,54,1,3,1,1,1,0,1,0
2010,no,very good,very good,no,,once or twice a month,no,60,55,1,3,1,1,1,0,1,0
2010,,,,no,,not at all over the last 12 months,,59,54,1,3,1,1,1,0,0,0
2011,no,very good,very good,no,,once or twice a month,no,61,56,1,3,1,1,1,0,0,0
2012,no,very good,very good,no,,once or twice a month,yes,62,57,1,3,1,1,1,0,0,0
2013,no,very good,very good,no,,once or twice a month,no,63,58,1,3,1,1,1,0,0,0
2008,,,,,,,,52,45,2,2,1,1,1,1,0,0
2009,,,,,,,,53,46,2,2,1,1,1,1,0,0
2010,,,,,,,,54,47,2,2,1,1,1,1,0,0
2011,,,,,,,,47,45,3,2,1,1,1,1,1,0
2012,no,good,good,,,,,49,46,3,2,1,1,1,1,1,0
2008,no,very good,very good,no,,once or twice a week,yes,50,50,3,3,1,1,2,1,1,0
2008,,,,,,,,49,49,3,3,1,1,2,1,0,0
2008,no,very good,very good,no,,once every two months,yes,50,50,3,3,1,1,2,0,0,1
2009,no,very good,very good,no,,not at all over the last 12 months,,51,51,3,3,1,1,2,1,0,0
2009,no,very good,very good,no,,once or twice a month,no,51,51,3,3,1,1,2,0,0,1
2010,no,very good,very good,no,,once or twice a year,yes,52,52,3,3,1,1,2,1,0,0
2010,no,very good,very good,yes,"no, I stopped",once or twice a week,yes,52,52,3,3,1,1,2,0,0,1
2011,no,good,good,no,,once or twice a week,yes,53,53,3,3,1,1,2,1,0,0
2009,,,,,,,,54,47,2,1,1,1,1,1,1,0
2010,no,very good,very good,no,,once or twice a month,yes,56,48,2,1,1,1,1,1,1,0
2011,no,good,good,no,,once or twice a month,yes,57,49,2,1,1,1,1,1,1,0
2012,no,good,good,no,,once or twice a week,yes,58,50,2,1,1,1,1,1,1,0
2013,,,,,,,,58,51,2,1,1,1,1,0,0,1
2014,no,very good,good,,,,,59,52,2,1,1,1,1,0,0,1
2015,yes,very good,good,no,,once or twice a month,no,61,54,2,1,1,1,1,0,0,1
2016,,,,,,,,62,54,2,1,1,1,1,0,0,1
2015,,,,,,,,46,47,3,2,4,4,1,1,1,0
2016,,,,,,,,47,48,3,2,4,4,1,1,0,0
2016,,,,,,,,51,47,3,2,2,1,1,1,1,0
2009,,,,no,,once or twice a week,no,47,,1,,1,,1,1,1,1
2010,,,,no,,once or twice a week,yes,48,,1,,1,,1,1,1,1
2011,no,good,good,,,,,29,46,1,,1,,1,1,1,1
2012,,,,no,,once or twice a month,no,50,,1,,1,1,1,1,0,1
2012,no,very good,very good,,,,,30,47,1,,1,1,1,1,1,1
2013,no,good,good,no,,once or twice a month,no,52,49,1,,1,,1,1,0,1
2014,,,,,,,,52,,1,,1,,1,1,0,1
2008,,,,,,,,47,45,1,1,4,4,1,0,1,0
2009,,,,,,,,48,46,1,1,4,4,1,0,1,0
2009,,,,,,,,48,46,1,1,4,4,1,0,0,0
2010,,,,,,,,49,47,1,1,4,4,1,0,1,0
2010,,,,,,,,49,47,1,1,4,4,1,0,0,0
2015,,,,,,,,43,40,1,3,4,4,1,1,1,0
2014,,,,,,,,46,41,2,2,1,1,1,0,1,0
2015,,,,,,,,48,43,2,2,1,1,1,0,1,0
2016,,,,,,,,49,44,2,2,1,1,1,0,0,0
2016,,,,,,,,49,44,2,2,1,1,1,0,1,0
2009,,,,,,,,40,37,1,1,1,1,2,1,1,0
2010,,,,,,,,41,38,1,1,1,1,2,1,1,0
2011,,,,,,,,42,39,1,1,1,1,2,1,1,0
2012,,,,,,,,43,40,1,1,1,1,2,1,1,0
2015,,,,,,,,46,44,2,2,1,1,2,1,0,0
2012,,,,,,,,43,41,1,2,1,1,1,0,1,0
2012,,,,,,,,48,46,1,2,1,1,1,0,1,0
2013,,,,,,,,49,47,1,2,1,1,1,0,1,0
2008,no,very good,very good,,,,,50,47,1,1,1,1,0,0,1,0
2008,,,,no,,once every two months,no,42,46,3,3,1,1,2,0,1,1
2009,no,very good,very good,no,,not at all over the last 12 months,,44,47,3,3,1,1,2,0,1,1
2010,no,good,good,no,,once every two months,yes,45,48,3,3,1,1,2,0,1,1
2011,,,,no,,not at all over the last 12 months,,45,49,3,3,1,1,2,1,0,0
2011,no,very good,very good,no,,once or twice a month,yes,46,49,3,3,1,1,2,0,1,1
2012,no,very good,good,no,,once or twice a year,no,47,50,3,3,1,1,2,1,0,0
2013,,,,,,,,47,51,3,3,1,1,1,0,0,0
2013,no,good,fairly good,no,,once or twice a month,yes,48,51,3,3,1,1,1,0,0,0
2014,no,very good,very good,,,,,49,51,3,3,1,1,1,0,0,0
2014,,,,,,,,48,52,3,3,1,1,1,0,0,0
2015,,,,,,,,49,53,3,3,1,1,1,0,0,0
2016,,,,,,,,50,54,3,3,1,1,1,0,0,0
2012,,,,,,,,54,48,1,1,4,4,0,0,1,0
2013,,,,,,,,55,49,1,1,4,4,0,0,1,0
2010,,,,no,,once or twice a month,no,43,41,3,1,1,1,2,2,1,1
2011,no,very good,very good,no,,once every two months,no,45,43,3,1,1,1,2,2,1,1
2012,,,,no,,once or twice a month,no,45,43,3,1,1,1,2,2,0,1
2012,no,good,good,no,,once or twice a month,no,46,44,3,1,1,1,2,2,1,1
2013,yes,very good,very good,no,,once every two months,no,47,45,3,1,1,1,2,2,0,1
2013,no,very good,very good,no,,once or twice a month,no,47,45,3,1,1,1,2,2,1,1
2014,yes,very good,very good,,,,,48,46,3,1,1,1,2,2,0,1
2014,,,,,,,,47,45,3,1,1,1,2,2,0,1
2015,no,very good,very good,no,,not at all over the last 12 months,,49,48,3,1,1,1,2,2,0,1
2016,no,very good,very good,no,,not at all over the last 12 months,,50,48,3,1,1,1,2,2,0,1
2014,yes,good,fairly good,,,,,50,48,2,3,2,1,1,0,0,0
2011,,,,no,,once or twice a week,yes,45,43,3,3,4,4,2,0,1,0
2012,no,very good,very good,no,,once or twice a week,yes,47,45,3,3,4,4,2,0,0,0
2013,,,,,,,,47,45,3,3,4,4,2,0,0,0
2013,,,,,,,,47,45,3,3,4,4,2,0,0,0
2014,,,,,,,,48,46,3,3,4,4,2,0,0,0
2014,,,,,,,,48,46,3,3,4,4,2,0,0,0
2016,,,,,,,,49,41,3,3,4,4,1,0,1,0
2008,yes,very good,very good,no,,once every two months,no,40,49,3,1,2,2,1,1,1,1
2009,yes,very good,very good,no,,once every two months,no,41,50,3,1,2,2,1,1,1,1
2010,,,,,,,,42,50,3,1,4,4,1,1,0,1
2010,yes,good,good,no,,once every two months,no,42,51,3,1,2,2,1,1,1,1
2011,no,fairly good,good,yes,"no, I stopped",once or twice a month,yes,43,52,3,2,4,4,1,1,0,1
2012,no,fairly good,fairly good,,,,,44,53,3,2,4,4,1,1,0,1
2013,no,fairly good,fairly good,yes,yes,once or twice a week,no,45,54,3,2,4,4,1,1,0,1
2008,yes,very good,very good,no,,not at all over the last 12 months,,84,82,1,2,1,1,1,1,1,1
2008,,,,no,,once or twice a year,no,48,45,1,2,1,1,1,1,0,1
2009,no,good,good,no,,not at all over the last 12 months,,50,47,1,2,1,1,1,1,1,1
2009,yes,very good,good,no,,not at all over the last 12 months,,50,47,1,2,1,1,1,1,0,1
2010,no,very good,good,no,,once every two months,no,51,48,1,2,1,1,1,1,0,1
2011,yes,very good,good,no,,once or twice a month,no,52,49,1,2,1,1,1,1,0,1
2012,,,,no,,once every two months,no,38,38,1,1,1,1,0,0,1,1
2013,no,very good,very good,no,,once or twice a month,no,40,40,1,1,1,1,0,0,1,1
2014,yes,very good,very good,,,,,41,41,1,1,1,1,0,0,1,1
2015,,,,,,,,53,,2,,4,4,3,1,0,0
2015,,,,,,,,53,,2,,4,4,3,1,1,0
2016,,,,,,,,54,,2,,4,4,3,1,0,0
2016,,,,,,,,54,,2,,4,4,3,1,1,0
2013,,,,,,,,45,43,2,2,1,1,0,0,1,0
2014,,,,,,,,46,44,2,2,1,1,0,0,1,0
2015,yes,very good,very good,yes,"no, I stopped",once or twice a week,yes,48,46,2,2,1,1,0,0,1,0
2016,no,very good,very good,,,,,49,47,2,2,1,1,0,0,1,0
2009,,,,no,,once or twice a month,yes,44,50,3,3,1,1,1,1,1,0
2010,no,very good,very good,no,,once or twice a week,yes,45,52,3,3,1,1,1,1,1,0
2011,no,very good,,,,,,46,53,3,3,1,1,1,1,0,0
2011,,,,no,,once or twice a month,no,46,52,3,3,1,1,1,0,0,1
2012,,,,no,,three of four days per week,yes,47,53,3,3,1,1,1,1,0,0
2012,no,very good,,no,,once or twice a week,yes,47,54,3,3,1,1,1,0,0,1
2013,no,very good,,,,,,48,55,3,3,1,1,1,0,0,1
2014,yes,very good,,,,,,49,56,3,3,1,1,1,0,0,1
